Speaker,Emotion,File Name,Transcription
AmrYoussef,Angry,AmrYoussef_Angry_14.wav,أنا خلاص لقتن شوفت كل حاجة
AmrYoussef,Angry,AmrYoussef_Angry_30.wav,هما مين اللي يمشو
AmrYoussef,Angry,AmrYoussef_Angry_19.wav,هيا أستاس حضم ده كل شوية بتخبصي وأنا رخبض في لراجل لقدامي
AmrYoussef,Angry,AmrYoussef_Angry_12.wav,عايز أعرف
AmrYoussef,Angry,AmrYoussef_Angry_28.wav,وهتجوإبني على لي أنا عايز أعرافه ذوق عفي هت جوبني فاهم ولا مش فاهم
AmrYoussef,Angry,AmrYoussef_Angry_24.wav,واضح إنا إخنت تشتاه
AmrYoussef,Angry,AmrYoussef_Angry_1.wav,بنحد مسحدي النث
AmrYoussef,Angry,AmrYoussef_Angry_20.wav,حرط إن وقت بقع مل كده قبل كده أنا مش حعمل كده تهن شغل التتبيري المنزينيادرش بيلك حدي هله
AmrYoussef,Angry,AmrYoussef_Angry_16.wav,لما تكون دي مذقرات يأنا اللي كاتبها تبقى خاصة بي أنا
AmrYoussef,Angry,AmrYoussef_Angry_22.wav,أحتايت يا تحيبيش غي النافس
AmrYoussef,Angry,AmrYoussef_Angry_9.wav,وبتي سوطك وما تنسيش التقاعدة فين مع مينيا نواة
AmrYoussef,Angry,AmrYoussef_Angry_29.wav,لاء مش بختك عبق قد عالك ولا حاجة بس إحنا من ن خمص ده يا كنا كويسيله زي الفل
AmrYoussef,Angry,AmrYoussef_Angry_5.wav,إن ما حضرتك بشوفت قعد نايم في البيتما بتتحركش
AmrYoussef,Angry,AmrYoussef_Angry_3.wav,مش هاشرف حادى
AmrYoussef,Angry,AmrYoussef_Angry_35.wav,كسرا سنت حاص
AmrYoussef,Angry,AmrYoussef_Angry_34.wav,مش فادل حاجة خالص بقر إيه حرا
AmrYoussef,Angry,AmrYoussef_Angry_7.wav,حالى مجرد حالة كنت مسأول عليها
AmrYoussef,Angry,AmrYoussef_Angry_32.wav,لهكن ما فوك تحكلي الوحدك من غير مطله بأصلا
AmrYoussef,Angry,AmrYoussef_Angry_15.wav,علسف في الجليا علهايا تالي
AmrYoussef,Angry,AmrYoussef_Angry_13.wav,بكرة الصوف حلاني رود عندي عنى المجتة يا إيما هي إما إستقالتك بفول
AmrYoussef,Angry,AmrYoussef_Angry_8.wav,ماليش علا قابيه ولعرف عنه حاجة ولعرف مكان ونا قلت لك الكلام
AmrYoussef,Angry,AmrYoussef_Angry_11.wav,وليتدبت عل العب تاني ودفنتيم الحية
AmrYoussef,Angry,AmrYoussef_Angry_2.wav,يعمد يعاشر مرة تسقني عن ششية أسيدي أنا مابحيب مش مششاي مش شرة أبشاي
AmrYoussef,Angry,AmrYoussef_Angry_18.wav,بطوع في طبورك ي ستاذي بقى أدميري آخد
AmrYoussef,Angry,AmrYoussef_Angry_10.wav,لي حرمتي قب من إبنه
AmrYoussef,Angry,AmrYoussef_Angry_21.wav,ولالمخوضة وضرت بع كد بلل حد إي إنتى عمدل سات   ل
AmrYoussef,Angry,AmrYoussef_Angry_23.wav,قتي بتبتكراها بويا
AmrYoussef,Angry,AmrYoussef_Angry_25.wav,آ يا دي# من ا قطلك مش عايزة أتكلم دلوقتي فيه إيه
AmrYoussef,Angry,AmrYoussef_Angry_33.wav,من حقي أفها م يارانا وما حدش غيرك ه يحتيل
AmrYoussef,Angry,AmrYoussef_Angry_6.wav,تعايزيه دلوقتي
AmrYoussef,Angry,AmrYoussef_Angry_31.wav,آخر الكلام حصل ما بيلنا حصل عندي في البيت وخلص لي على كد
AmrYoussef,Angry,AmrYoussef_Angry_17.wav,حضرك ممكن تفخط مت نه ورة وتستن في التبور عادي تستنا دورك
AmrYoussef,Angry,AmrYoussef_Angry_36.wav,ده أكيد في المهم عا بينه علشان يسبتها دينالعرية
AmrYoussef,Neutral,AmrYoussef_Neutral_41.wav,إسميمروء ضرمروان
AmrYoussef,Neutral,AmrYoussef_Neutral_9.wav,مش جهيز تكون هي دي الحقيقة وعاقلي هو اللي رافض يسدأها
AmrYoussef,Neutral,AmrYoussef_Neutral_39.wav,أي وا يعني قله نضرور ينا عشان متقاب
AmrYoussef,Neutral,AmrYoussef_Neutral_5.wav,مشكلة بقى إن أنا مشكية أي معنهمادعنه
AmrYoussef,Neutral,AmrYoussef_Neutral_15.wav,ما في شكل كل واحد فينا شايف النأمه أحسن قم في الدونياه
AmrYoussef,Neutral,AmrYoussef_Neutral_28.wav,قرارت إن أحمل منتاج للفترة دي محياتي كل كإني ما أشتهاش
AmrYoussef,Neutral,AmrYoussef_Neutral_44.wav,طب كده صلاحنا حمود لانم مش معانع
AmrYoussef,Neutral,AmrYoussef_Neutral_22.wav,حصل علشان أنا في بينيو بنرجل تمش اكلي
AmrYoussef,Neutral,AmrYoussef_Neutral_26.wav,حاسس إن أنا محتاجب الوحدي
AmrYoussef,Neutral,AmrYoussef_Neutral_16.wav,إحشا طبيع بيحس بيه أي ل#
AmrYoussef,Neutral,AmrYoussef_Neutral_31.wav,كده ظ حضرده كان ما في حد قطع الحبل
AmrYoussef,Neutral,AmrYoussef_Neutral_17.wav,إنه غولته مش عمل كده تال
AmrYoussef,Neutral,AmrYoussef_Neutral_24.wav,عندك فكرة عن الموفوعض
AmrYoussef,Neutral,AmrYoussef_Neutral_38.wav,عضوح ععدو طيل جية ماد
AmrYoussef,Neutral,AmrYoussef_Neutral_37.wav,لاقت نفسي  عايزة أعد إتكلم معاكي شوية فركه
AmrYoussef,Neutral,AmrYoussef_Neutral_43.wav,حضراتك حمدك فكرة إزاي أقدر أوصل الدكتور عزا
AmrYoussef,Neutral,AmrYoussef_Neutral_20.wav,وعايزيني حساسو إن أنا السبب لوح
AmrYoussef,Neutral,AmrYoussef_Neutral_40.wav,المصقرة ديشو تعتي
AmrYoussef,Neutral,AmrYoussef_Neutral_14.wav,وكانت محتاجة مشتشفة تصور فيشا
AmrYoussef,Neutral,AmrYoussef_Neutral_6.wav,ال أنا حس كده ن المشكلة اللي بينيوا بينو كبيرة والصغيرة
AmrYoussef,Neutral,AmrYoussef_Neutral_8.wav,خلاص لما لما أشوبك يبقى حكير كعل كل حاجة
AmrYoussef,Neutral,AmrYoussef_Neutral_3.wav,لو الله ريحت الكشر على الأهود بعرة هتشبعني أسبوها
AmrYoussef,Neutral,AmrYoussef_Neutral_2.wav,ل أنا موضوعي طول شرح بحكولك بعدي بسواح على شير
AmrYoussef,Neutral,AmrYoussef_Neutral_10.wav,نعايز عللوحتي
AmrYoussef,Neutral,AmrYoussef_Neutral_18.wav,عشان ما حولت عان تحر
AmrYoussef,Neutral,AmrYoussef_Neutral_35.wav,ودي هتخدها من محكما بعد معن القضية خلاص
AmrYoussef,Neutral,AmrYoussef_Neutral_34.wav,درجة إن هما كاتف صية عشان يطمل على حقي
AmrYoussef,Neutral,AmrYoussef_Neutral_21.wav,حضرتك عرف إبقى عشن أنا فقض السفكرة
AmrYoussef,Neutral,AmrYoussef_Neutral_45.wav,أغد هو كان عايزني عشان بتينج سبها
AmrYoussef,Neutral,AmrYoussef_Neutral_19.wav,كل واحد بيعلة أخطاقا علية وبيومونيا عليها
AmrYoussef,Neutral,AmrYoussef_Neutral_11.wav,بس كل خطوة فيه وصلتني لهنا
AmrYoussef,Neutral,AmrYoussef_Neutral_13.wav,يوقفة مش طباحية ال دحكة مش طباهية
AmrYoussef,Neutral,AmrYoussef_Neutral_33.wav,هو كن خايف علية
AmrYoussef,Neutral,AmrYoussef_Neutral_27.wav,أي ودينا إيه على قتهب محمود يعني
AmrYoussef,Neutral,AmrYoussef_Neutral_7.wav,ناف تكسي دلوقتي وطلع العيادة
AmrYoussef,Neutral,AmrYoussef_Neutral_23.wav,الحكاة وما فيها إن البدام كانتقردلي بن نته عمرك مجية لبتهن
AmrYoussef,Neutral,AmrYoussef_Neutral_12.wav,لكن الحمده للا مارجع تشمرووان بتاعزنا
AmrYoussef,Neutral,AmrYoussef_Neutral_1.wav,أنا قطلع بقى أأرى مذكرتي
AmrYoussef,Neutral,AmrYoussef_Neutral_30.wav,نرج عنا بعض
AmrYoussef,Neutral,AmrYoussef_Neutral_29.wav,أوصلش زاي بقى عايزة عنوان ورقم تدفوله
AmrYoussef,Neutral,AmrYoussef_Neutral_42.wav,آه د الحمد للكوش كله تمام
AmrYoussef,Neutral,AmrYoussef_Neutral_4.wav,ما عايزة أعرف الحاجهات للمسمة تعرفهاش
AmrYoussef,Neutral,AmrYoussef_Neutral_36.wav,ساعت بفتكر حاجاة بسيطة من قبلي حنسة
AmrYoussef,Neutral,AmrYoussef_Neutral_32.wav,بتعيلي المضوع كبر بكتير من فكرة إنهوش مبصوط
AmrYoussef,Neutral,AmrYoussef_Neutral_25.wav,معايز إبقى# دي برقم يلقاديه مشخغله عشان حنكيد حده هيتكلمنيا عليه
AmrYoussef,Happy,AmrYoussef_Happy_2.wav,شول كاتجمنتي
AmrYoussef,Happy,AmrYoussef_Happy_1.wav,تأجنلي على فكوح مغمافسين دي
AmrYoussef,Happy,AmrYoussef_Happy_4.wav,أهلانا
AmrYoussef,Happy,AmrYoussef_Happy_3.wav,أبواشةر منا الكمان
AmrYoussef,Fearful,AmrYoussef_Fearful_6.wav,تمل تفنش سكمره
AmrYoussef,Fearful,AmrYoussef_Fearful_7.wav,تعتها عش ده وهكميله
AmrYoussef,Fearful,AmrYoussef_Fearful_5.wav,عسلا نشوفتها
AmrYoussef,Fearful,AmrYoussef_Fearful_3.wav,هلا فين
AmrYoussef,Fearful,AmrYoussef_Fearful_2.wav,إني إحنا كان فيه بالن الدفال
AmrYoussef,Fearful,AmrYoussef_Fearful_4.wav,ما شوفتهاش أن ها# كنت بقر عنها إن هي
AmrYoussef,Fearful,AmrYoussef_Fearful_1.wav,أ والظبقط ده ل لا عارس
FotouhAhmed,Surprised,FotouhAhmed_Surprised_6.wav,طم السنية هيي
FotouhAhmed,Surprised,FotouhAhmed_Surprised_3.wav,زهية لديت هيه
FotouhAhmed,Surprised,FotouhAhmed_Surprised_7.wav,إيه
FotouhAhmed,Surprised,FotouhAhmed_Surprised_5.wav,معاكي
FotouhAhmed,Surprised,FotouhAhmed_Surprised_8.wav,واللعف الإسطار
FotouhAhmed,Surprised,FotouhAhmed_Surprised_1.wav,تخصر أقوك عشان لقدامك ده
FotouhAhmed,Surprised,FotouhAhmed_Surprised_2.wav,قيدرح عمل تا إسات
FotouhAhmed,Surprised,FotouhAhmed_Surprised_4.wav,هي
FotouhAhmed,Angry,FotouhAhmed_Angry_1.wav,لو حد منهم أهوب هناكلا كول
FotouhAhmed,Angry,FotouhAhmed_Angry_3.wav,الحقل تقطعبيهمانا نب
FotouhAhmed,Angry,FotouhAhmed_Angry_2.wav,أغوك هم م إخملت ممت طربينا
FotouhAhmed,Angry,FotouhAhmed_Angry_5.wav,ده نال هول عفيخ رقولو ني الكل
FotouhAhmed,Angry,FotouhAhmed_Angry_4.wav,لو كان وانفق ساتها وسمعي الكلام كانش حصل وصلناللي إحنا وصل له دلوقتي
FotouhAhmed,Neutral,FotouhAhmed_Neutral_1.wav,أنا كمان ش من اللعب العيل دوتش فاله
FotouhAhmed,Fearful,FotouhAhmed_Fearful_1.wav,تبتول
AliAlTayeb,Surprised,AliAlTayeb_Surprised_1.wav,إيه ده نتليتي المذكرات
AliAlTayeb,Surprised,AliAlTayeb_Surprised_2.wav,د اللي فرق معاكب وا
AliAlTayeb,Surprised,AliAlTayeb_Surprised_3.wav,اقي دعاليري بي ليه كده
AliAlTayeb,Surprised,AliAlTayeb_Surprised_4.wav,وشقوطلي إن هي يتحركة خلظمن التفاعنا
AliAlTayeb,Sad,AliAlTayeb_Sad_1.wav,أنا خلاص مبيتش فرقة مع هيا
AliAlTayeb,Angry,AliAlTayeb_Angry_2.wav,زم أنا بالظبط كده ما اخص نيش قل لي لأا بقا على بعض
AliAlTayeb,Angry,AliAlTayeb_Angry_3.wav,رجع في الوصلة إزاي
AliAlTayeb,Angry,AliAlTayeb_Angry_4.wav,بقول كانا وختة مرماطنا وشرطة في حتلا اللمشطناهوش وحضرتك مسهف
AliAlTayeb,Angry,AliAlTayeb_Angry_5.wav,تقوله الرجع في لوصنا إزاي
AliAlTayeb,Angry,AliAlTayeb_Angry_6.wav,سق ضأ
AliAlTayeb,Angry,AliAlTayeb_Angry_1.wav,أغور من حيات نرأ
AliAlTayeb,Neutral,AliAlTayeb_Neutral_1.wav,فس كنتش متخير إن الن هاي تعت بقى كده
AliAlTayeb,Neutral,AliAlTayeb_Neutral_4.wav,آه طرجت منيا مرونا ساعة الموروع ده يفدل سربنيو بله
AliAlTayeb,Neutral,AliAlTayeb_Neutral_5.wav,قلت أول مشعن امبايل أكلما
AliAlTayeb,Neutral,AliAlTayeb_Neutral_3.wav,هو ده لي ممكن لي با شارف منزكرق
AliAlTayeb,Neutral,AliAlTayeb_Neutral_2.wav,بيدول سدين وبسلة
AliAlTayeb,Happy,AliAlTayeb_Happy_2.wav,برخليكمرون
AliAlTayeb,Happy,AliAlTayeb_Happy_1.wav,تصلم إيه دي كتنت السبانخ طحفة
AliAlTayeb,Happy,AliAlTayeb_Happy_3.wav,الصبحيانا الله أنا كمان كنت رسا وفكر في
AliAlTayeb,Happy,AliAlTayeb_Happy_4.wav,أريج جدا هو عندي بإذن الله هنرجع الشر تاني أوروايبق أو
AliAlTayeb,Fearful,AliAlTayeb_Fearful_9.wav,مش عارف المرو وال أنا# أ  ما كن تشودم الحل تانيا بروا
AliAlTayeb,Fearful,AliAlTayeb_Fearful_1.wav,اأنا ما حشرة نتن يعمليه
AliAlTayeb,Fearful,AliAlTayeb_Fearful_7.wav,مع حغلاص
AliAlTayeb,Fearful,AliAlTayeb_Fearful_11.wav,# كانم صباد الازم إن شاء عنت قلويتي تحرك في أصرع وقت
AliAlTayeb,Fearful,AliAlTayeb_Fearful_2.wav,ألا في شكرنت خالص
AliAlTayeb,Fearful,AliAlTayeb_Fearful_3.wav,أنا متأخرضشعني في حاجة قمدة
AliAlTayeb,Fearful,AliAlTayeb_Fearful_5.wav,إنتدسيت هوا إيه
AliAlTayeb,Fearful,AliAlTayeb_Fearful_4.wav,حلبتسمعني بس كده وغليجا عبل
AliAlTayeb,Fearful,AliAlTayeb_Fearful_8.wav,وكن شيرفةا وبرلوش
AliAlTayeb,Fearful,AliAlTayeb_Fearful_10.wav,حاجه حصل ضوف
AliAlTayeb,Fearful,AliAlTayeb_Fearful_12.wav,آ# إيهي علف دي إمدة
AliAlTayeb,Fearful,AliAlTayeb_Fearful_6.wav,لاء نا نا ر # ال في لوص جيها في لوص جية فكرة
ReemMustafa,Sad,ReemMustafa_Sad_1.wav,وحثة إن حيتي مع تبقى أفتلب كتير
ReemMustafa,Sad,ReemMustafa_Sad_36.wav,بقرفت الدعملت فيهياي
ReemMustafa,Sad,ReemMustafa_Sad_4.wav,مه مد أول واحد فيه دايتفع طم اللي إحنا عملناها
ReemMustafa,Sad,ReemMustafa_Sad_37.wav,مع رفش بحمط
ReemMustafa,Sad,ReemMustafa_Sad_30.wav,عغ فكرر بلصالين
ReemMustafa,Sad,ReemMustafa_Sad_5.wav,تتجوزت علىي هيا مرور
ReemMustafa,Sad,ReemMustafa_Sad_22.wav,عشر إنتى لي خليطلي كمل معمروة
ReemMustafa,Sad,ReemMustafa_Sad_24.wav,سايجت أولا أنوحدي وبحدش معاه
ReemMustafa,Sad,ReemMustafa_Sad_26.wav,كان عند يعمل إن هلو كمنشي البيت
ReemMustafa,Sad,ReemMustafa_Sad_19.wav,وهلاقو د تحتك
ReemMustafa,Sad,ReemMustafa_Sad_20.wav,طبوقال
ReemMustafa,Sad,ReemMustafa_Sad_16.wav,ويمكن كت عايزة أرده ولو جظء بسيت من اللي إنت عمل توفعل   م
ReemMustafa,Sad,ReemMustafa_Sad_11.wav,الصعموعة إناا تشكرة قوي يعن كلم ل نتقول
ReemMustafa,Sad,ReemMustafa_Sad_21.wav,ضلت باستحملها سن إنتي كله ا
ReemMustafa,Sad,ReemMustafa_Sad_13.wav,علا قد ما حبيتاك حنا قد ما بقيتخفنك
ReemMustafa,Sad,ReemMustafa_Sad_10.wav,وإحساسة ده مش هياعمل حاجة
ReemMustafa,Sad,ReemMustafa_Sad_2.wav,هومت شايف إن ال ما تحب شمرون
ReemMustafa,Sad,ReemMustafa_Sad_32.wav,مش هاحلفت
ReemMustafa,Sad,ReemMustafa_Sad_12.wav,أن همري مهاعرف ف كلوهم
ReemMustafa,Sad,ReemMustafa_Sad_3.wav,مرد طصق نا خضني إهل
ReemMustafa,Sad,ReemMustafa_Sad_28.wav,طب أنا أغملنت وحبيت
ReemMustafa,Sad,ReemMustafa_Sad_33.wav,كنت فقرة إنا هدي الحاكل لعى الأرلبا  ه
ReemMustafa,Sad,ReemMustafa_Sad_34.wav,السعرف لل ماقط لكان ي أما حامم تبلتدي
ReemMustafa,Sad,ReemMustafa_Sad_17.wav,سبقني ما ورفش
ReemMustafa,Sad,ReemMustafa_Sad_25.wav,لابن عل يغلبته حبيت
ReemMustafa,Sad,ReemMustafa_Sad_14.wav,وخط من إنهي كل حرجة
